"cityCode","cityName","wellnessCentreCode","wellnessCentreName","wellnessCentreAddress","doctorCount","category","wellnessCentreContactNo","longitude","latitude"
"022","MUMBAI","MU2","Peddar Road","Income Tax Flats, No. D-1 Pedder Road, Mumbai-400 026","2","alopathic","022–23516680","72.810279846191","18.972956"
"022","MUMBAI","MU20","Kandivali","D-1/2, Lekha Vihar,Sector 5, Charkop, Kandivli (West),Mumbai – 400 067.","5","alopathic","022–28677353","72.823104858398","19.215654"
"022","MUMBAI","MU21","Sahar, Andheri (W)","P&T Colony, Sahar, Mumbai – 400 029","3","alopathic","022–28210959","72.859855651855","19.10255"
"022","MUMBAI","MU22","Sheikh Mistry, Koliwada","Shaikh Mistry, S.M. Plot, Kolowada,Mumbai-400 037","5","alopathic","022–24015758","72.86833190918","19.02878"
"022","MUMBAI","MU23","Parel","Govt. Mint Colony, Bldg No.20 Flat No. 41-43, Saibaba Marg, Mint Staff Qtrs, Parel, Mumbai – 400 012","2","alopathic","022–24187276","72.843238830566","18.99578"
"022","MUMBAI","MU24","KUJURMARG, POWAL","Naval Armament Depot campus, Kujurmarg, Powal, Mumbai – 400 078","3","alopathic","022–25784026","72.923355102539","19.126501"
"022","MUMBAI","MU26","Seepz","Seepz Qtrs Complex, Qtrs. No. C-1, C-2, Andheri (E),Mumbai 400 096.","2","alopathic","022–28365751","72.875511169434","19.128706"
"022","MUMBAI","MU27","Nepean Sea Road","Hyderabad Estate, N.S. Road, Mumbai – 400 006","2","alopathic","022–23641816","72.800346374512","18.956367"
"022","MUMBAI","MU28","Juhu","Telecom Complex, Juhu Tara Road, Santacruz(W),  Mumbai.","3","alopathic","022–26601744","72.857269287109","19.103073"
"022","MUMBAI","MU3","Worli","25-C, Sea Face, Opp. Flora Hotel,Thadani Marg, Worli, Mumbai-400 018.","2","alopathic","022–24932909","72.813682556152","19.003506"
"022","MUMBAI","MU5","SANTAKRUZ","Near Airport Colony,Bamanawada,Santacruz(w), Mumbai – 400 029","10","alopathic","022–28210971","72.857276916504","19.103624"
"022","MUMBAI","MU6","Ghatkopar","Flat No. 25, Central Govt.Qurts, Ghatkopar, Mumbai – 400 086","11","alopathic","022–25149229","72.909286499023","19.090258"
"022","MUMBAI","MU7","WADALA","C.G.S. Qtrs, Flat 226-227, Type-IV, Wadala, Mumbai-400 031","3","alopathic","022–24124515","72.855796813965","19.017803"
"022","MUMBAI","MU8","Koliwada","Bldg.No.21, Sectior-1, Kane Nagar,Mumbai-400037","8","alopathic","022–24013694","72.86637878418","19.029572"
"022","MUMBAI","MU9","CLI Sion","Central Labour Inst. Premises, Trombay Road,(Sion), Mumbai-400 022.","3","alopathic","022–24081616","72.866775512695","19.04969"
"033","KOLKATA","KO1","Belvedere","Flat no. 68, Belvedere Estate, Kolkata – 700 027.(Near Alipore Zoo/Command Hospital)","4","alopathic","24791153","88.346549987793","22.52668"
"033","KOLKATA","KO10","BBD Bag","5, Esplanade East (Ground Floor),Kolkata 700069. (Opposite to CTC tram Depot, Esplanade)","6","alopathic","22622030","88.349876403809","22.566198"
"033","KOLKATA","KO11","Santagachi","Govt. of India Press Colony,Santragachi, Howrah-711321.(Near Jagacha Police Station)","3","alopathic","26571526","88.280181884766","22.593863"
"033","KOLKATA","KO12","Salt Lake AF","Bidhan Nagar AF Block Sec.-I, Flat No. 209 & 210.Kolkata – 700064","3","alopathic","23374635","88.421539306641","22.598293"
"033","KOLKATA","KO13","Airport","New Quarters,Dum Dum, Kolkata 700052. (Nr. Airport Gate no-1)","7","alopathic","25119442","88.426300048828","22.63621"
"033","KOLKATA","KO14","Lake Town","P – 112, Kalindi Housing Scheme, Kolkata-700089. (Near Kalindi Bus stop)","4","alopathic","25222137","88.402359008789","22.608047"
"033","KOLKATA","KO15","Tollygunj","Tollygunge C.G. Qrts. Ground FloorKolkata – 700 040. (Opposite to Malancha Cinema Hall )","6","alopathic","24116059","88.35319519043","22.489405"
"033","KOLKATA","KO16","Salt Lake EB","Qrts. Nos. 81 & 82 Type CKolkata – 700064.","2","alopathic","23344849","88.407157897949","22.586054"
"033","KOLKATA","KO17","Kudghat","51 – A, Gangapuri, Purbaputiari,  Kolkata 7000 93. (Near Kudghat Bazar)","2","alopathic","24311328","88.347091674805","22.479055"
"033","KOLKATA","KO18","Salt Lake IC","I C Block CGHS Complex, Type (IV) Qrts. Nos. 1 & 2, Sector-I, Salt Lake, Kolkata – 700106.   (Near Tank No -14)","4","alopathic","23353427","88.414482116699","22.571302"
"033","KOLKATA","KO19","POLYCLINIC","NA","8","alopathic","NA","88.412666320801","22.573519"
"033","KOLKATA","KO2","Lake Area","Lake Govt. Qrts. Fl. No. 55 & 56 Southern Ave., Kolkata – 700029.     (Near Kamala Girl’s School / Vivekananda Park)","3","alopathic","24661733","88.358222961426","22.514097"
"033","KOLKATA","KO3","Doverlane","Flat No. 2/D  Dover Lane Govt. Qrts.  Kolkata – 700029.   (Near Gariahat Police Station)","9","alopathic","24619292","88.35807800293","22.518232"
"033","KOLKATA","KO4","Narkeldanga","Flat No. 27 & 28 Narkeldanga Govt. Qrts. Kolkata – 700054.  (Opposite to Phool Bagan Police Station)","4","alopathic","23203998","88.39266204834","22.573692"
"033","KOLKATA","KO5","Shyambazar","7-A Kalachand Sanyal Lane,  Kolkata – 700004.     (Opposite to Shyambazar Tram Depot)","5","alopathic","25556385","88.373489379883","22.599861"
"033","KOLKATA","KO6","Regent Estate","102, Regent Estate,Kolkata – 700092.(Near sulekha bus stand)","4","alopathic","24125528","88.399871826172","22.51736"
"033","KOLKATA","KO7","B/ Kalighat","1 – A, Satish Mukherjee Road, Kolkata-700026. (Opposite to Basushree Cinema Hall, Near Jatin Das Park Metro Station)","4","alopathic","24641852","88.347503662109","22.522116"
"033","KOLKATA","KO8","Bidhan Sarani","168, Bidhan Sarani, Kolkata – 700006. (Near Hedua)","3","alopathic","25558034","88.367286682129","22.699827"
"033","KOLKATA","KO9","Mint Colony","9, Mint Guard House,Kolkata – 700053.(Near India Govt. Mint, Majherhat)","7","alopathic","24010558","88.319763183594","22.514448"
"03592","GANGTOK","GK1","Gangtok","NA","1","alopathic","NA","88.606460571289","27.344988"
"0361","GUWAHATI","GT1","Hengrabari","Shankardev Nagar,Near Housing Colony,Hengrabari,Guwahati-781006","6","alopathic","0361-2269743+919435195800","94.091903686523","25.665863"
"0361","GUWAHATI","GT2","Narengi","Mrs.Jonali Kalita,W/o Dr. Hiren Kalita, 1 No Madgharia, Narengi,Tiniali,Guwahati-781026","3","alopathic","+919854046451","91.820793151855","26.175413"
"0361","GUWAHATI","GT3","Gotanagar","H/o Gokul Ch. Deka,H.No-6, P.N.G.B. Road, In front of Guwahati Nursery, Gotanagar,Guwahati-781033","2","alopathic","0361-2670255","91.674942016602","26.13751"
"0361","GUWAHATI","GT4","Panbazar","Panbazar,In front of Don Bosco School,Guwahati-781001","2","alopathic","0361-2540551","91.745620727539","26.185768"
"0361","GUWAHATI","GT5","Beharbari","A.G. Residential Complex, Beharbari,Guwahati-781029","4","alopathic","7896020538","91.772834777832","26.115187"
"0361","GUWAHATI","GT6","GUWAHATI HOMEO 1","NA","2","homeo","NA","91.788162231445","26.146744"
"0364","SHILLONG","SH1","Wellness Centre Laitumkhrah","Chief Medical Officer Incharge,CGHS Wellness Centre No.1, Laitumkhrah, Shillong-793003, Meghalaya","3","alopathic","0364-2501569","91.902336120605","25.567507"
"0364","SHILLONG","SH2","Wellness Centre Opp. Raj Bhawan","Chief Medical Officer Incharge,CGHS Wellness Centre No.2, Opp. Raj Bhawan, Shillong-793001, Meghalaya","2","alopathic","0364-2504451","91.886840820312","25.5722"
"0381","AGARTALA","AG1","Agartala","NA","2","alopathic","NA","91.285575866699","23.862661"
"0385","IMPHAL","IM1","Imphal","NA","2","alopathic","NA","93.951591491699","24.797945"
"0389","AIZWAL","AZ1","AiZwal","NA","2","alopathic","NA","92.71346282959","23.721273"
"040","HYDERABAD","HY1","Charminar","22-1-951 Noor Khan Bazaar, Hyderabad","5","alopathic","040-24525415","78.486175537109","17.373007"
"040","HYDERABAD","HY10","AG’S Colony","AG’S Colony, Vikaspuri, Hyderabad","7","alopathic","040-23810449","78.4306640625","17.449778"
"040","HYDERABAD","HY11","Kakatiyanagar","Hostel Suite No. 1 to 8, Hostel Complex, GPRA Quarters, Gachibowli, Hyderabad","5","alopathic","040-23002454","78.356460571289","17.438862"
"040","HYDERABAD","HY12","Dilsukhnagar","H.No.11-7-205(4/A), HUDA Colony, Saroor Ngr, Hyderabad-500035","5","alopathic","040-24046333","78.585098266602","17.363522"
"040","HYDERABAD","HY13","Tarnaka","Street No.5, Tarnaka, Secunderabad-500017","6","alopathic","040-27019223","78.558563232422","17.402079"
"040","HYDERABAD","HY2","Humayunnagar","Sharadanagar Colony, Gudimal Kapur, Hyderabad-500028","7","alopathic","040-23531833","78.439331054688","17.38202"
"040","HYDERABAD","HY3","Secunderabad","Ground Floor, CGO Towers, Kavadiguda, Secunderabad","8","alopathic","040-27708898","78.493865966797","17.423944"
"040","HYDERABAD","HY4","Begumpet","Kendriya Swasthya Bhavan, Be Gumpet, Hyderabad-500016","9","alopathic","040-27904259","78.472442626953","17.445042"
"040","HYDERABAD","HY5","Himayatnagar","Oilseeds Quarters Type-1, Behind Lady Hydri Club, Himayatnagar, Hyderabad-500029","6","alopathic","040-23220454","78.477882385254","17.40563"
"040","HYDERABAD","HY6","Kachiguda","Kendriya Sadan, Sultan Bazar Koti, Hyderabad-500095","5","alopathic","040-2473901","78.487945556641","17.386848"
"040","HYDERABAD","HY7","Malakpet","H.No.16-3-994/1/A/1, Opp.Officers Mess, New Malakpet, Hyderabad-500036","4","alopathic","040-27529090","78.501121520996","17.371193"
"040","HYDERABAD","HY8","Kanchanbagh","DRDO Complex Kanchanbagh,Hyderabad-500058","9","alopathic","040-24340299","78.505882263184","17.337795"
"040","HYDERABAD","HY9","Alwal","Pempala Towers, Old Alwal, Secunderabad","5","alopathic","040-27972563","78.506202697754","17.50906"
"0413","PONDICHERRY","PD1","PUDUCHERRY","NA","2","alopathic","NA","79.796195983887","11.939653"
"044","CHENNAI","CH01","ADYAR","26th Cross Street Cpwd Qtrs Indira Nagar Adyar","3","alopathic","044-23458401","80.253433227539","12.991768"
"044","CHENNAI","CH02","ANNA NAGAR","Central Revenue Qtr No 15 Ranganathan Garden Anna Nagar","7","alopathic","044-23458402","80.20435333252","13.088988"
"044","CHENNAI","CH03","AVADI","Heavy Vehicles Factory Complex Avadi ","6","alopathic","044-23458403","80.106117248535","13.1238575"
"044","CHENNAI","CH04","GOPALAPURAM","No 1  1st Street Gopalapuram Chennai","2","alopathic","044-23458404","80.261512756348","13.04461"
"044","CHENNAI","CH05","GUINDY","Block No 6/1-5 Bcg Staff Quarters Guindy ","2","alopathic","044-23458405","80.221733093262","13.010337"
"044","CHENNAI","CH06","KK NAGAR","Cpwd Quarters Kk Nagar Chennai 600078","12","alopathic","044-23458406","80.207878112793","13.036907"
"044","CHENNAI","CH07","MEENAMBAKKAM","DGQA Complex Meenambakkam Chennai ","4","alopathic","044-23458407","80.176445007324","12.980883"
"044","CHENNAI","CH08","NANDAMBAKKAM","No 16-19 Cda Res Complex Nandambakkam","1","alopathic","044-23458408","80.195114135742","13.01473"
"044","CHENNAI","CH09","NUNGAMBAKKAM","C&B Block 1st Floor Shastri Bhavan Haddows Rd","3","alopathic","044-23458409","80.248046875","13.066692"
"044","CHENNAI","CH10","PERAMBUR","No 1, SRP KOIL STREET, AGARAM JUNCTION, PERAMBUR, CHENNAI","5","alopathic","NA","80.231666564941","13.116081"
"044","CHENNAI","CH11","RA PURAM","No 6 Kamaraj Saalai Ra Puram Chennai ","2","alopathic","044-23458411","80.259689331055","13.021473"
"044","CHENNAI","CH12","ROYAPURAM","No 108,109 Mannar Swami Koil St Royapuram","4","alopathic","044-23458412","80.294654846191","13.101272"
"044","CHENNAI","CH13","TRIPLICANE","No 54 Akbar Sahib St Triplicane Chennai ","2","alopathic","044-23458413","80.286636352539","13.069741"
"044","CHENNAI","CH14","VEPERY","NO 10 Vasu Street , Backside of EGA Theatre .Kilpauk Chennai 600010","1","alopathic","044-23458414","80.240783691406","13.079123"
"0471","TRIVANDRUM","TR1","Kesavadasapuram","TC 3/120, Kesavadasapuram, Thiruvananthapuram","3","alopathic","0471-2443452","76.940719604492","8.533119"
"0471","TRIVANDRUM","TR2","Sasthamangalam","TC 9/1580,      ""Mangalya""     Hospital Road, Sasthamangalam Trivandrum-695010","2","alopathic"," 0471-2728110","76.94612121582","8.533302"
"0471","TRIVANDRUM","TR3","Vanchiyoor"," TC 25/2893, Dharmadasham Lane, Vanchiyoor, Trivandrum 695035","3","alopathic"," 0471-2471143","76.94612121582","8.533302"
"0512","KANPUR","KN1","Saket Nagar","127/924, W-1, Saket Ngr, (Near Sushila Nursing Home), Kanpur","3","alopathic","0512-2666240","80.317657470703","26.435453"
"0512","KANPUR","KN2","R. K. NAGAR","110/58, R.K. Nagar, Kanpur","2","alopathic","0512-2542379","80.319633483887","26.470814"
"0512","KANPUR","KN3","Civil Lines","15/45 (A&B) Civil Lines, Kanpur","2","alopathic","0512-2306876","80.34627532959","26.475863"
"0512","KANPUR","KN4","Khapra Mohal","E-45, Khapra Mohal, Kanpur","2","alopathic","0512-2322924","80.35733795166","26.455675"
"0512","KANPUR","KN5","Kendranchal","Gulmohar Vihal, kendranchal Colony,Naubasta, Kanpur","5","alopathic","0512-2618122","80.342697143555","26.400698"
"0512","KANPUR","KN6","Raksha Vihar","Single JCOs Quarter, Raksha Vihar, Shyam Nagar, Kanpur","5","alopathic","0512-2424311","80.361404418945","26.422136"
"0512","KANPUR","KN7","Pandu Nagar","117/H-2/28, Pandu Nagar, Kanpur","3","alopathic","0512-2217339","80.29418182373","26.472935"
"0512","KANPUR","KN8","Azad Nagar","A/186, Azadnagar, Kanpur","3","alopathic","0512-2560272","80.306259155273","26.500862"
"0512","KANPUR","KN9","Ratan Lal Nagar","Plot No.8-11, Ratan Lal Nagar, Kanpur","8","alopathic","0512-2283399","80.287391662598","26.444014"
"0522","LUCKNOW","LK1","Lucknow 1","NA","7","alopathic","NA","80.99488067627","26.863432"
"0522","LUCKNOW","LK10","AYURVEDIC LUCKNOW","NA","2","ayurvedic","NA","80.947494506836","26.83356"
"0522","LUCKNOW","LK2","Lucknow2","Sky Lark Building, Nawal Kishore Road, Lucknow","4","alopathic","0522-2613763","80.951431274414","26.886131"
"0522","LUCKNOW","LK3","Lucknow3","CPB/G Prem Plaza, Kanpur Road, LDA Colony, Lucknow","8","alopathic","0522-2421992","80.904441833496","26.79093"
"0522","LUCKNOW","LK4","Lucknow4","C-3335, Meena Bakery Road Rajajipuram, Lucknow 226017","3","alopathic","0522-2421931","80.884719848633","26.843386"
"0522","LUCKNOW","LK5","Lucknow5","12-B Mall Avenue, Lucknow 226001","6","alopathic","0522-2235139","80.947494506836","26.83356"
"0522","LUCKNOW","LK6","Lucknow6","1/10 Sector A, Sitapur Rd, Aliganj Lucknow 226024","7","alopathic","0522-2745246","80.94458770752","26.904528"
"0522","LUCKNOW","LK7","GOL Market","1st Flr,P Office Campus, Mahanagar Gol Market, Lucknow 226020","4","alopathic","0522-2321432","80.959396362305","26.873436"
"0522","LUCKNOW","LK8","PMG Office Hazaratganj","Hazratganj GMT Office Lucknow 226001","4","alopathic","0522-2230077","80.915664672852","26.86548"
"0522","LUCKNOW","LK9","Aishbagh","Aishbagh P&T Dispensary Lucknow","3","alopathic","0522-2251392","80.90119934082","26.848011"
"0532","ALLAHABAD","AL01","Jawahar Lal Nehru Road","41, Jawahar Lal Nehru Road, Allahabad","4","alopathic","0532-2468188","81.863235473633","25.451668"
"0532","ALLAHABAD","AL02","Drummond","4/6, Drummond, Allahabad","3","alopathic","0532-2624435","81.82738494873","25.450512"
"0532","ALLAHABAD","AL03","Kalyani Devi","1130/1130A Kalyani Devi, Allahabad","2","alopathic","0532-2242530","81.833854675293","25.42972"
"0532","ALLAHABAD","AL04","New Katra","38 A, Beli Road, New Katra, Allahabad","4","alopathic","0532-2642457","81.853408813477","25.47363"
"0532","ALLAHABAD","AL05","Kendranchal Colony","NA","3","alopathic","NA","81.777359008789","25.454859"
"0532","ALLAHABAD","AL06","Leader Road","46/38 Leader Road, Allahabad","2","alopathic","0532-403822","81.83309173584","25.443272"
"0532","ALLAHABAD","AL07","Naini","236/101-C /1 Chok Daud Nagar Near Swadeshi Cotton Mills, Naini, Allahabad","3","alopathic","0532-2697132","81.869728088379","25.39662"
"0532","ALLAHABAD","AL08","CGHS Polyclinic Sangam Place","2nd Floor, Sangam Place, Civil Lines, Allahabad","5","alopathic","0532-2560578","81.830520629883","25.450197"
"0532","ALLAHABAD","ALA1","AYURVEDIC UNIT","NA","3","ayurvedic","NA","81.830924987793","25.449434"
"0532","ALLAHABAD","ALH1","HOMEO UNIT","NA","1","homeo","NA","81.830924987793","25.449434"
"0612","PATNA","PA1","Budhmarg","Budhmarg, Patna-800001","7","alopathic","0612-2221479","85.133659362793","25.607672"
"0612","PATNA","PA2","Kankarbagh","G-3, People's Cooperative Colony, Kankarbagh, Patna-800020","3","alopathic","0612-2351484","85.153518676758","25.603031"
"0612","PATNA","PA3","Salimpur Dumra","Central Revenue Colony, Salimpur Dumra, Ashiana Nagar, Patna","6","alopathic","0612-2582998","85.084213256836","25.617695"
"0612","PATNA","PA4","Boring Canal Road","Krishna Ashram, Plot No. 1091, East Boring Canal Road, Patna-800001","2","alopathic","0612-2532816","85.123092651367","25.61814"
"0612","PATNA","PA5","SURYANCHAL BHANDRA GHAT","NA","2","alopathic","NA","85.206169128418","25.60989"
"0651","RANCHI","RA1","NEW AG COLONY, DORANDA","New A.G. Colony Doranda, Ranchi, Jharkhand","7","alopathic","0651-2481901","85.31861114502","23.343538"
"0651","RANCHI","RA2","KANTA TOLI","10 A Deep Villa, Purulia Road, Ranchi, Jharkhand","4","alopathic","0651-2530244","85.343315124512","23.364851"
"0651","RANCHI","RA3","P and T COLONY LALPUR","P & T Colony, Lalpur, Ranchi, Jharkhand","2","alopathic","0651-2562333","85.340263366699","23.374857"
"0674","BHUBANESHWAR","BH1","OLD AG COLONY","Old A.G. Colony, Unit-IV,Bhubaneswar-751001","5","alopathic","0674-2393612","85.829437255859","20.279497"
"0674","BHUBANESHWAR","BH2","KHARAVELA NAGAR","Kharvel Nagar, Unit-III,Bhubaneswar-751001","2","alopathic","0674-2393545","85.835983276367","20.272116"
"0674","BHUBANESHWAR","BH3","PMG Square","Near PMG Square Bhubaneswar 751001","2","alopathic","0755- 2566977","85.835983276367","20.274715"
"0712","NAGPUR","NP1","Katol Road","CPWD Colony, Katol Road, Nagpur-440013","6","alopathic","0712-2581773","79.066459655762","21.169672"
"0712","NAGPUR","NP2","Civil Lines","Opposite CBI Quarters, Civil Lines, Nagpur-440001","2","alopathic","0712-2560310","79.057464599609","21.158367"
"0712","NAGPUR","NP2A","Seminary Hills","Swasthya Bhawan, Near TV Tower Seminary Hills Nagpur-440006.","5","alopathic","0712-2511398","79.057510375977","21.15836"
"0712","NAGPUR","NP3","PANCH PAOLI","NA","3","alopathic","NA","79.100326538086","21.173529"
"0712","NAGPUR","NP4","Itwari","Patel Building, Opp Prakash High School, Queta Colony Bus Stop, Lakadganj, Nagpur-440008","2","alopathic","0712- 2564600","79.118995666504","21.151142"
"0712","NAGPUR","NP5","MEDICAL SQUARE","NA","3","alopathic","NA","79.097015380859","21.131998"
"0712","NAGPUR","NP6","SHANKAR NAGAR","Himalaya Meridian Aptt, Opp LAD College, Shivaji Nagar, Nagpur-440010","3","alopathic","0712-2249781","79.056648254395","21.134077"
"0712","NAGPUR","NP7","Sitabuldi","Zero Miles, Near RBI Square, Beside Speed Post Office, Nagpur-440001","3","alopathic","0712- 2565169","79.080551147461","21.15101"
"0712","NAGPUR","NP8","Sai Mandir","Laxman Aptt, Beside Sai Mandir, Wardha Road, Nagpur-440015","4","alopathic","0712- 2226516","79.069778442383","21.112846"
"0712","NAGPUR","NP9","Sakkardara","Plot No. 470, Chaudhary Bhawan, Near Tiranga Chowk, Sakkardara, Nagpur-440024","3","alopathic","0712- 2749379","79.116355895996","21.130936"
"0712","NAGPUR","NPA2","AYURVEDIC WC No. 2 NAGPUR","NA","2","ayurvedic","NA","79.057464599609","21.158367"
"0712","NAGPUR","NPA5","AYURVEDIC WC No. 5 NAGPUR","NA","2","ayurvedic","NA","79.097015380859","21.131998"
"0712","NAGPUR","NPH2","HOMEOPATHIC WC No. 2 NAGPUR","NA","2","homeo","NA","79.057464599609","21.158367"
"0712","NAGPUR","NPPO","NAGPUR POLYCLINIC","NA","7","alopathic","NA","79.067153930664","21.169594"
"0731","INDORE","IN1","INDORE1","NA","3","alopathic","NA","75.885894775391","22.711237"
"0755","BHOPAL","BP1","Jahangirabad","Central Govt. Health Scheme W.C No. 1, Police ITI Building, Jahangirabad, Bhopal (M.P)-462008","3","alopathic","0755-2765071","77.416221618652","23.245274"
"0755","BHOPAL","BP2","Vasant Kunj","House No. 2 Vasant Kunj E 8 Arera Colny Near Canara Bank Bhopal MP 462039","4","alopathic","0755- 2566977","77.434722900391","23.200207"
"0761","JABALPUR","JB1","JABALPUR 1","NA","5","alopathic","NA","79.924438476562","23.161173"
"0761","JABALPUR","JB2","I.B.M. Colony","Qtr. NO. 9-12, Type III, I.B.M. Colony, Kamla Nehru Nagar, Jabalpur","6","alopathic","0761 2416805","79.910469055176","23.167952"
"0761","JABALPUR","JB3","Westland OFK-Extn. Counter of Wellness Centre no. 3","Qtr. No.MT/2,  TypeV,Westland OFK, Jabalpur","4","alopathic","2430018","79.985572814941","23.188099"
"0761","JABALPUR","JB4","Head Post Office","Head Post Office Compound, Jabalpur","4","alopathic","2629460","79.955154418945","23.161499"
"0761","JABALPUR","JB5","CGHS WC 5 JABALPUR","NA","4","alopathic","NA","80.011009216309","23.204065"
"079","AHMEDABAD","AH01","Ashram Road","1st Floor, S.R.House, Opp. Mount Carmel School,Ashram Road, Ahmedabad.380009","5","alopathic","079 26577393","72.569244384766","23.035246"
"079","AHMEDABAD","AH02","Shahalam","Block No 34/285 to 289, Govt.F Colony, A. G. Staff  Qtrs, Shalam Tolnaka, Ahmedabad","2","alopathic","079 25393262","72.591529846191","22.999426"
"079","AHMEDABAD","AH03","Navrangpura","1, Jeevan Prakash Society, Nr. St. Xaviers High School Road Nr Darpan Six Road,Navrangpura","3","alopathic","079 26430021","72.552833557129","23.0451"
"079","AHMEDABAD","AH04","Pragatinagar","Qtr No. M/49/289-290 Pragatinagar, Ahmedabad","4","alopathic","079 27478393","72.554763793945","23.066833"
"079","AHMEDABAD","AH05","Meghaninagar","Block No. 68/1615 to1620 A. G. Staff Qtrs, Meghaninagar, Ahmedabad","2","alopathic","079 22680487","72.617980957031","23.054527"
"079","AHMEDABAD","AH07","Gandhingar","Block no 704/2,sector-8 Gandhinagar","2","alopathic","079 23243433","72.648986816406","23.210667"
"079","AHMEDABAD","AH08","Laldarwaja","GPO Compound, Laldarwaj, Mirzapur,Ahmedabad","4","alopathic","079 25506622","72.58381652832","23.027882"
"079","AHMEDABAD","AH09","Maninagar","1st floor,Ram bag post office,Rambag,Maninagar, Ahmedabad","3","alopathic","079 25467055","72.601043701172","22.998863"
"079","AHMEDABAD","AH10","Bopal","AG Govt. Quarters,Block No A(1), QuarterSN 1 B/H Sun City, S P ring road, Bopal,Ahmedabad","1","alopathic","02717-243144","72.476913452148","23.026167"
"079","AHMEDABAD","AHA1","AYURVEDIC ASHRAM ROAD","NA","1","ayurvedic","NA","72.569221496582","23.035265"
"079","AHMEDABAD","AHA7","AYURVEDIC GANDHI NAGAR","NA","1","ayurvedic","NA","72.648399353027","23.207758"
"079","AHMEDABAD","AHA8","AYURVEDIC LALDARWAJA","NA","3","ayurvedic","NA","72.569198608398","23.035217"
"079","AHMEDABAD","AHH1","HOMEO ASHRAM ROAD","NA","1","homeo","NA","72.569221496582","23.035244"
"080","BENGALURU","BA01","Wellness Center Shivajinagar","2nd Floor, Ganesh Towers, Infantry Road, Bangalore 560001","5","alopathic","080-25588777","77.603363037109","12.980318"
"080","BENGALURU","BA02","Wellness Center Seshadripuram","No.6, Sameera Complex, 1St Main, Seshadripuram, Bangalore 560003","3","alopathic","080 23311492","77.574111938477","12.98935"
"080","BENGALURU","BA03","Wellness Center Basavangudi","No 5 A, Aradhya Complex, Vani Vilas Road, Basavangudi Bangalore 560004","3","alopathic","080 2667300","77.547332763672","12.935114"
"080","BENGALURU","BA04","Wellness Center Ulsoor","No. 27, Car Street, Ulsoor, Bangalore-560008","3","alopathic","080 25510759","77.625366210938","12.975879"
"080","BENGALURU","BA05","Wellness Center Vijayanagara","GPRA Quarters, Vijayanagara, Bangalore 5600","5","alopathic","080 23351893","77.539962768555","12.973906"
"080","BENGALURU","BA06","Wellness Center Jayanara","No. 190, R.V. Road, 2nd Block, Jayanagar, Bangalore-560011","4","alopathic","080 26570202","77.579864501953","12.941909"
"080","BENGALURU","BA07","Wellness Center Koramangala","GPRA Quarters, Koramangala, Bangalore-560034","5","alopathic","080 25539277","77.620819091797","12.92536"
"080","BENGALURU","BA08","Wellness Center Domlur","GPRA Quarters Domlur 560071","4","alopathic","080 25355662","77.642333984375","12.959418"
"080","BENGALURU","BA09","Wellnessd Center Gangenahalli","No.11, 1st Cross, HGH Layout, Ganganagar, Bangalore-560032","3","alopathic","080 23330320","77.587432861328","13.022677"
"080","BENGALURU","BA10","Wellness Center CV Raman Nagar DRDO","DRDO Complex, C.V. Raman Nagar, Bangalore-560093","6","alopathic","080 25243236","77.662384033203","12.987225"
"080","BENGALURU","BA11","CGHS Polyclinic","3rd Floor, Ganesh Towers, Infantry Road, Bangalore 560001","5","alopathic","080 25589225","77.620819091797","12.92536"
"080","BENGALURU","BA12","KA AYUR1 BASAVANAGUDI","NA","1","ayurvedic","NA","77.547073364258","12.934715"
"080","BENGALURU","BA13","KA AYUR2 DOMLUR","NA","2","ayurvedic","NA","77.640037536621","12.960297"
"080","BENGALURU","BA14","KA HOMOEO SHIVAJINAGAR","NA","2","homeo","NA","77.603233337402","12.980467"
"080","BENGALURU","BA15","KA UNANI SHIVAJINAGAR","NA","1","unani","NA","77.603302001953","12.980249"
"0891","VISAKHAPATNAM","HYV","VISAKHAPATNAM","NA","4","alopathic","NA","83.331787109375","17.728617"
